entry_ts,entry,exit_ts,exit,reason,bars,rr
2025-08-19T20:55:53.007415,33045.429945609845,2025-08-19T20:55:53.007415,33045.429945609845,sl,1,-1.0
2025-08-19T23:40:53.007415,33421.77352324222,2025-08-19T23:40:53.007415,33421.77352324222,sl,1,-1.0
2025-08-20T00:55:53.007415,33865.61803382651,2025-08-20T01:55:53.007415,34205.74962471339,tp1,5,1.2
2025-08-20T02:10:53.007415,34349.49623998374,2025-08-20T02:25:53.007415,34440.05422672854,tp1,2,1.2
2025-08-20T02:40:53.007415,34627.17990290986,2025-08-20T02:55:53.007415,34833.08966475036,tp1,2,1.2
2025-08-20T03:10:53.007415,35077.29731404559,2025-08-20T03:55:53.007415,35198.00670731702,tp1,4,1.2
2025-08-20T04:10:53.007415,35413.86006146575,2025-08-20T05:55:53.007415,35562.28657795195,timeout,8,0.0
2025-08-20T06:55:53.007415,35965.74129351591,2025-08-20T07:40:53.007415,36005.365776408085,tp1,4,1.2
2025-08-20T07:55:53.007415,36292.950224651126,2025-08-20T08:25:53.007415,36333.52817797951,tp1,3,1.2
2025-08-20T08:40:53.007415,36447.59665562272,2025-08-20T10:25:53.007415,36365.10289842299,timeout,8,0.0
2025-08-20T12:25:53.007415,36813.214408378,2025-08-20T12:25:53.007415,36813.214408378,sl,1,-1.0
2025-08-20T19:25:53.007415,36485.12583435291,2025-08-20T19:25:53.007415,36485.12583435291,tp1,1,1.2
2025-08-20T19:40:53.007415,36606.0234507882,2025-08-20T19:40:53.007415,36606.0234507882,tp1,1,1.2
2025-08-20T19:55:53.007415,36852.95899657178,2025-08-20T20:40:53.007415,37014.420746292344,tp1,4,1.2
2025-08-20T20:55:53.007415,37284.6477110501,2025-08-20T20:55:53.007415,37284.6477110501,sl,1,-1.0
2025-08-20T21:25:53.007415,37500.63243198189,2025-08-20T21:40:53.007415,37496.85275249341,sl,2,-1.0
2025-08-21T06:40:53.007415,36543.38755820799,2025-08-21T06:55:53.007415,36618.9383416536,tp1,2,1.2
2025-08-21T07:10:53.007415,36786.50536212807,2025-08-21T07:25:53.007415,36907.01276710652,tp1,2,1.2
2025-08-21T07:40:53.007415,37104.382745703435,2025-08-21T07:55:53.007415,37008.79532323441,tp1,2,1.2
2025-08-21T08:10:53.007415,37256.27203944224,2025-08-21T08:25:53.007415,37296.80678978272,tp1,2,1.2
2025-08-21T08:40:53.007415,37687.5394894852,2025-08-21T08:40:53.007415,37687.5394894852,sl,1,-1.0
2025-08-21T08:55:53.007415,37561.43927788453,2025-08-21T08:55:53.007415,37561.43927788453,tp1,1,1.2
2025-08-21T09:10:53.007415,37891.2219167183,2025-08-21T09:40:53.007415,37812.75010852835,sl,3,-1.0
2025-08-21T10:25:53.007415,37752.04811986479,2025-08-21T11:10:53.007415,37748.89173172308,tp1,4,1.2
2025-08-21T11:25:53.007415,38157.008280032846,2025-08-21T11:25:53.007415,38157.008280032846,tp1,1,1.2
2025-08-21T11:40:53.007415,38490.41337608908,2025-08-21T12:25:53.007415,38616.44080811452,tp1,4,1.2
2025-08-21T12:40:53.007415,38738.76185458863,2025-08-21T12:40:53.007415,38738.76185458863,sl,1,-1.0
2025-08-21T12:55:53.007415,38544.527142724764,2025-08-21T13:10:53.007415,38498.779310775964,sl,2,-1.0
2025-08-21T16:55:53.007415,38941.418661528696,2025-08-21T16:55:53.007415,38941.418661528696,tp1,1,1.2
2025-08-21T18:25:53.007415,39294.21768076186,2025-08-21T18:25:53.007415,39294.21768076186,tp1,1,1.2
2025-08-21T19:55:53.007415,39450.48309116382,2025-08-21T20:40:53.007415,39648.630183135436,sl,4,-1.0
2025-08-22T03:10:53.007415,39304.337124537604,2025-08-22T04:25:53.007415,39259.98329309379,tp1,6,1.2
2025-08-22T04:40:53.007415,39406.74291005685,2025-08-22T04:55:53.007415,39420.918675184075,tp1,2,1.2
2025-08-22T05:10:53.007415,39569.267491562074,2025-08-22T05:40:53.007415,39576.763625410866,sl,3,-1.0
2025-08-22T10:25:53.007415,40064.77531810629,2025-08-22T10:25:53.007415,40064.77531810629,tp1,1,1.2
2025-08-22T10:40:53.007415,40550.243322731134,2025-08-22T11:25:53.007415,40804.711317142566,tp1,4,1.2
2025-08-22T11:40:53.007415,41034.34512101411,2025-08-22T11:40:53.007415,41034.34512101411,tp1,1,1.2
2025-08-22T11:55:53.007415,41281.99361166354,2025-08-22T13:40:53.007415,41197.69708652647,timeout,8,0.0
2025-08-22T14:40:53.007415,41769.75545110008,2025-08-22T15:10:53.007415,41821.72682960477,tp1,3,1.2
2025-08-22T15:25:53.007415,42027.50795324815,2025-08-22T16:40:53.007415,42249.39339153486,tp1,6,1.2
2025-08-22T16:55:53.007415,42544.2322226091,2025-08-22T18:10:53.007415,42293.6831757271,sl,6,-1.0
2025-08-23T00:25:53.007415,43170.17719796291,2025-08-23T01:25:53.007415,42973.21178812906,sl,5,-1.0
2025-08-23T14:55:53.007415,42598.78819828368,2025-08-23T15:10:53.007415,42484.30570474435,sl,2,-1.0
2025-08-23T16:25:53.007415,42917.147503706416,2025-08-23T16:25:53.007415,42917.147503706416,tp1,1,1.2
2025-08-23T16:40:53.007415,43281.449884980815,2025-08-23T17:10:53.007415,43293.09767304992,tp1,3,1.2
2025-08-23T17:25:53.007415,43649.91865309506,2025-08-23T17:55:53.007415,43531.54477543926,sl,3,-1.0
2025-08-24T02:55:53.007415,43282.78092225303,2025-08-24T03:55:53.007415,43270.57244605294,tp1,5,1.2
2025-08-24T04:25:53.007415,43640.18247580237,2025-08-24T04:40:53.007415,43473.042876646825,sl,2,-1.0
2025-08-24T11:40:53.007415,43972.87537217692,2025-08-24T12:25:53.007415,43821.71544334527,sl,4,-1.0
2025-08-24T19:25:53.007415,43875.2154597206,2025-08-24T19:25:53.007415,43875.2154597206,tp1,1,1.2
2025-08-24T19:40:53.007415,44087.912442682355,2025-08-24T19:40:53.007415,44087.912442682355,sl,1,-1.0
2025-08-25T06:10:53.007415,42714.50844640145,2025-08-25T06:25:53.007415,43052.2758132548,tp1,2,1.2
2025-08-25T06:40:53.007415,43063.47029809986,2025-08-25T07:55:53.007415,43336.80231053041,tp1,6,1.2
2025-08-25T08:25:53.007415,43306.25102458328,2025-08-25T08:25:53.007415,43306.25102458328,sl,1,-1.0
2025-08-25T12:40:53.007415,43742.367245207126,2025-08-25T12:40:53.007415,43742.367245207126,tp1,1,1.2
2025-08-25T12:55:53.007415,44220.25312021863,2025-08-25T13:40:53.007415,44308.36281296674,tp1,4,1.2
2025-08-25T13:55:53.007415,44372.29806995121,2025-08-25T13:55:53.007415,44372.29806995121,tp1,1,1.2
2025-08-25T14:10:53.007415,44715.84358279464,2025-08-25T14:40:53.007415,44959.00952036186,tp1,3,1.2
2025-08-25T14:55:53.007415,45204.59975925775,2025-08-25T15:10:53.007415,45126.6325088835,sl,2,-1.0
2025-08-25T15:25:53.007415,44941.79164085484,2025-08-25T15:25:53.007415,44941.79164085484,sl,1,-1.0
2025-08-25T19:10:53.007415,45183.0841395505,2025-08-25T19:10:53.007415,45183.0841395505,tp1,1,1.2
2025-08-25T19:25:53.007415,45353.622672161335,2025-08-25T19:25:53.007415,45353.622672161335,tp1,1,1.2
2025-08-25T19:40:53.007415,45508.47836910647,2025-08-25T19:40:53.007415,45508.47836910647,tp1,1,1.2
2025-08-25T19:55:53.007415,45780.0442652438,2025-08-25T20:10:53.007415,45826.05814452241,sl,2,-1.0
2025-08-25T20:40:53.007415,45629.046570108345,2025-08-25T20:55:53.007415,45485.00550456241,sl,2,-1.0
2025-08-25T21:40:53.007415,45793.187713317995,2025-08-25T22:10:53.007415,45877.94459498974,tp1,3,1.2
2025-08-25T22:25:53.007415,46273.00300404294,2025-08-25T22:25:53.007415,46273.00300404294,tp1,1,1.2
2025-08-25T22:55:53.007415,46940.68874016591,2025-08-25T23:10:53.007415,47078.10987031568,sl,2,-1.0
2025-08-26T00:10:53.007415,47250.189738933754,2025-08-26T00:55:53.007415,47100.53854629763,sl,4,-1.0
2025-08-26T02:25:53.007415,47365.521987469416,2025-08-26T02:40:53.007415,47087.04041232181,sl,2,-1.0
2025-08-26T09:25:53.007415,48225.17813349789,2025-08-26T09:25:53.007415,48225.17813349789,tp1,1,1.2
2025-08-26T09:55:53.007415,49026.35605086288,2025-08-26T10:10:53.007415,49282.28895651186,tp1,2,1.2
2025-08-26T10:25:53.007415,49433.222607032774,2025-08-26T12:10:53.007415,49337.63143770988,timeout,8,0.0
2025-08-26T12:25:53.007415,49578.22768230853,2025-08-26T12:40:53.007415,49605.10078876307,tp1,2,1.2
2025-08-26T12:55:53.007415,49976.52644178782,2025-08-26T13:10:53.007415,49696.23581342803,sl,2,-1.0
2025-08-26T13:25:53.007415,49653.08470623004,2025-08-26T13:40:53.007415,49480.087817679625,sl,2,-1.0
2025-08-26T15:55:53.007415,50191.43664034096,2025-08-26T16:25:53.007415,49904.10235032912,sl,3,-1.0
2025-08-26T17:10:53.007415,50569.41423829975,2025-08-26T18:10:53.007415,50606.3272283355,sl,5,-1.0
2025-08-27T15:40:53.007415,48091.24297560497,2025-08-27T16:40:53.007415,48129.3385580707,sl,5,-1.0
2025-08-27T18:40:53.007415,48808.5688651552,2025-08-27T18:55:53.007415,49021.563035284686,tp1,2,1.2
2025-08-27T19:10:53.007415,49145.27699337957,2025-08-27T19:10:53.007415,49145.27699337957,sl,1,-1.0
2025-08-27T21:55:53.007415,49365.49175068071,2025-08-27T23:25:53.007415,49526.40010060894,tp1,7,1.2
2025-08-27T23:40:53.007415,49825.387523937396,2025-08-27T23:40:53.007415,49825.387523937396,tp1,1,1.2
2025-08-27T23:55:53.007415,50475.500122597165,2025-08-28T00:10:53.007415,50626.83404413744,tp1,2,1.2
2025-08-28T00:25:53.007415,50714.36690780084,2025-08-28T01:40:53.007415,50752.86595105926,tp1,6,1.2
2025-08-28T01:55:53.007415,51092.30049316516,2025-08-28T01:55:53.007415,51092.30049316516,sl,1,-1.0
2025-08-28T02:10:53.007415,50840.276847192334,2025-08-28T02:25:53.007415,51135.11958297695,tp1,2,1.2
2025-08-28T02:40:53.007415,51476.98727730007,2025-08-28T02:55:53.007415,51451.745915718944,sl,2,-1.0
2025-08-28T07:10:53.007415,51925.65151438914,2025-08-28T07:10:53.007415,51925.65151438914,sl,1,-1.0
2025-08-28T07:40:53.007415,51928.56913835482,2025-08-28T07:55:53.007415,51927.47977917208,sl,2,-1.0
2025-08-28T13:40:53.007415,52797.84265877715,2025-08-28T14:10:53.007415,52922.06274624505,tp1,3,1.2
2025-08-28T14:25:53.007415,53430.08330736458,2025-08-28T15:25:53.007415,53417.803958751145,sl,5,-1.0
2025-08-28T18:55:53.007415,53647.665528931895,2025-08-28T19:40:53.007415,53834.85447717118,tp1,4,1.2
2025-08-28T19:55:53.007415,54335.02971633179,2025-08-28T21:10:53.007415,54335.65671826934,sl,6,-1.0
2025-08-29T00:25:53.007415,54580.31242086161,2025-08-29T00:40:53.007415,54637.507571419745,tp1,2,1.2
2025-08-29T00:55:53.007415,54916.44463948677,2025-08-29T00:55:53.007415,54916.44463948677,sl,1,-1.0
2025-08-29T03:25:53.007415,55266.21666235317,2025-08-29T03:40:53.007415,55724.91645901347,tp1,2,1.2
2025-08-29T03:55:53.007415,55937.26391286897,2025-08-29T04:25:53.007415,55521.29007542017,sl,3,-1.0
2025-08-29T05:40:53.007415,55831.713634104024,2025-08-29T06:10:53.007415,56009.054575365255,tp1,3,1.2
2025-08-29T06:25:53.007415,56489.34651198037,2025-08-29T06:25:53.007415,56489.34651198037,sl,1,-1.0
2025-08-29T06:40:53.007415,56319.13016887917,2025-08-29T07:10:53.007415,56175.899816504796,sl,3,-1.0
2025-08-30T04:25:53.007415,53115.675495163334,2025-08-30T04:40:53.007415,53085.317565072284,tp1,2,1.2
2025-08-30T05:10:53.007415,53522.65465247429,2025-08-30T05:10:53.007415,53522.65465247429,sl,1,-1.0
2025-08-30T08:25:53.007415,53690.32998864861,2025-08-30T08:40:53.007415,53544.784087367196,sl,2,-1.0
2025-08-30T15:10:53.007415,53707.158399018466,2025-08-30T15:10:53.007415,53707.158399018466,tp1,1,1.2
2025-08-30T15:25:53.007415,53811.79127369509,2025-08-30T16:10:53.007415,53496.019960980244,sl,4,-1.0
2025-08-31T02:40:53.007415,54001.75159886509,2025-08-31T02:55:53.007415,53993.27501855015,sl,2,-1.0
2025-08-31T06:25:53.007415,54701.14627660924,2025-08-31T06:40:53.007415,54858.57739707086,tp1,2,1.2
2025-08-31T06:55:53.007415,54888.634598490185,2025-08-31T08:10:53.007415,55240.86998310735,sl,6,-1.0
2025-08-31T13:25:53.007415,55661.09480704891,2025-08-31T13:40:53.007415,55997.542015964704,tp1,2,1.2
2025-08-31T13:55:53.007415,56201.45814238486,2025-08-31T14:10:53.007415,56305.83779682592,tp1,2,1.2
2025-08-31T14:25:53.007415,56612.74690929001,2025-08-31T14:40:53.007415,56610.90097729302,sl,2,-1.0
2025-09-01T00:25:53.007415,55125.13029660172,2025-09-01T01:10:53.007415,55102.21806232233,sl,4,-1.0
2025-09-02T00:55:53.007415,54073.99865137258,2025-09-02T01:25:53.007415,53834.256750574044,sl,3,-1.0
2025-09-02T12:10:53.007415,53976.643771218914,2025-09-02T12:55:53.007415,53846.97414617852,sl,4,-1.0
2025-09-02T13:25:53.007415,54178.49375438702,2025-09-02T13:25:53.007415,54178.49375438702,sl,1,-1.0
2025-09-02T22:10:53.007415,54450.504033263445,2025-09-02T22:40:53.007415,54296.6863162121,sl,3,-1.0
2025-09-03T00:10:53.007415,54873.59830677901,2025-09-03T00:25:53.007415,54714.34865880833,sl,2,-1.0
2025-09-03T17:55:53.007415,54137.33385747487,2025-09-03T17:55:53.007415,54137.33385747487,tp1,1,1.2
2025-09-03T18:10:53.007415,54318.81575994688,2025-09-03T18:10:53.007415,54318.81575994688,sl,1,-1.0
2025-09-03T19:40:53.007415,54457.862646987895,2025-09-03T19:40:53.007415,54457.862646987895,tp1,1,1.2
2025-09-03T19:55:53.007415,55310.10602108389,2025-09-03T20:40:53.007415,55591.856922337334,tp1,4,1.2
2025-09-03T20:55:53.007415,55844.14817518714,2025-09-03T21:10:53.007415,55760.19553802165,tp1,2,1.2
2025-09-03T21:25:53.007415,56266.27823876419,2025-09-03T22:10:53.007415,56676.18398180186,tp1,4,1.2
2025-09-03T22:25:53.007415,56801.321201737286,2025-09-03T22:25:53.007415,56801.321201737286,tp1,1,1.2
2025-09-03T22:40:53.007415,57045.26597803907,2025-09-03T23:10:53.007415,56721.8343147756,sl,3,-1.0
2025-09-04T00:25:53.007415,57388.74461122381,2025-09-04T02:10:53.007415,57551.74955864876,timeout,8,0.0
2025-09-04T02:25:53.007415,57536.90142254701,2025-09-04T02:25:53.007415,57536.90142254701,sl,1,-1.0
2025-09-04T04:55:53.007415,57766.15384758522,2025-09-04T05:25:53.007415,57767.508033084305,sl,3,-1.0
2025-09-05T00:55:53.007415,55436.66851068818,2025-09-05T01:25:53.007415,55372.12827789226,sl,3,-1.0
2025-09-05T13:10:53.007415,56149.41919710028,2025-09-05T13:10:53.007415,56149.41919710028,tp1,1,1.2
2025-09-05T13:25:53.007415,56818.68447716439,2025-09-05T13:40:53.007415,56601.072883653374,sl,2,-1.0
2025-09-05T14:55:53.007415,56871.97062801047,2025-09-05T14:55:53.007415,56871.97062801047,sl,1,-1.0
2025-09-05T15:55:53.007415,57023.96936865555,2025-09-05T15:55:53.007415,57023.96936865555,tp1,1,1.2
2025-09-05T16:10:53.007415,57597.777437920595,2025-09-05T16:25:53.007415,57382.74863809208,sl,2,-1.0
2025-09-05T16:55:53.007415,57482.50906042179,2025-09-05T17:40:53.007415,57382.720610360055,sl,4,-1.0
2025-09-06T03:40:53.007415,58938.92127575805,2025-09-06T04:40:53.007415,58658.242024420404,sl,5,-1.0
2025-09-06T16:25:53.007415,58687.927325543606,2025-09-06T17:10:53.007415,58913.52763799934,tp1,4,1.2
2025-09-06T17:25:53.007415,59279.84278661996,2025-09-06T17:25:53.007415,59279.84278661996,tp1,1,1.2
2025-09-06T17:40:53.007415,59610.76338990201,2025-09-06T17:40:53.007415,59610.76338990201,sl,1,-1.0
2025-09-06T17:55:53.007415,59430.23896252414,2025-09-06T17:55:53.007415,59430.23896252414,sl,1,-1.0
2025-09-07T02:55:53.007415,58475.61840814389,2025-09-07T03:10:53.007415,58505.9750395209,tp1,2,1.2
2025-09-07T03:25:53.007415,58924.427074742554,2025-09-07T04:10:53.007415,59221.19915999473,tp1,4,1.2
2025-09-07T04:25:53.007415,59433.774623397956,2025-09-07T04:40:53.007415,59308.05910836033,sl,2,-1.0
2025-09-07T05:40:53.007415,59473.18869960826,2025-09-07T05:55:53.007415,59571.708615875694,tp1,2,1.2
2025-09-07T06:10:53.007415,60084.01261362565,2025-09-07T06:25:53.007415,60411.934076261634,tp1,2,1.2
2025-09-07T06:40:53.007415,60475.55859352972,2025-09-07T07:25:53.007415,60584.93764925649,tp1,4,1.2
2025-09-07T07:40:53.007415,61139.07970495634,2025-09-07T08:10:53.007415,60825.7846342997,sl,3,-1.0
2025-09-07T22:40:53.007415,60049.581252087926,2025-09-07T22:55:53.007415,60383.15079864635,tp1,2,1.2
2025-09-07T23:10:53.007415,60996.72526257826,2025-09-07T23:40:53.007415,61397.602920778794,tp1,3,1.2
2025-09-07T23:55:53.007415,61724.572316815575,2025-09-08T00:40:53.007415,61686.63231922285,tp1,4,1.2
2025-09-08T00:55:53.007415,62175.00950760097,2025-09-08T00:55:53.007415,62175.00950760097,sl,1,-1.0
2025-09-08T01:10:53.007415,61926.79795812054,2025-09-08T01:10:53.007415,61926.79795812054,tp1,1,1.2
2025-09-08T01:25:53.007415,62407.46377033478,2025-09-08T01:40:53.007415,62569.6807776739,sl,2,-1.0
2025-09-08T02:10:53.007415,62258.60612502262,2025-09-08T02:10:53.007415,62258.60612502262,sl,1,-1.0
2025-09-08T05:25:53.007415,63943.88734669313,2025-09-08T05:40:53.007415,63712.89509481715,sl,2,-1.0
2025-09-08T06:10:53.007415,63962.22228352655,2025-09-08T06:10:53.007415,63962.22228352655,tp1,1,1.2
2025-09-08T06:25:53.007415,64507.504794983244,2025-09-08T06:55:53.007415,64417.375122165715,tp1,3,1.2
2025-09-08T07:10:53.007415,65063.82316479299,2025-09-08T08:10:53.007415,65423.640366936284,tp1,5,1.2
2025-09-08T08:25:53.007415,65709.53381683277,2025-09-08T08:55:53.007415,66011.53643034687,tp1,3,1.2
2025-09-08T09:10:53.007415,66032.49993466194,2025-09-08T09:25:53.007415,66223.3799219353,sl,2,-1.0
2025-09-08T11:25:53.007415,66190.40738892203,2025-09-08T11:40:53.007415,66042.86712774112,sl,2,-1.0
2025-09-09T03:55:53.007415,63482.76820394219,2025-09-09T04:10:53.007415,63614.113193772595,sl,2,-1.0
2025-09-09T06:40:53.007415,63978.64426980199,2025-09-09T06:55:53.007415,63867.79902283641,sl,2,-1.0
2025-09-09T09:10:53.007415,65158.64881923528,2025-09-09T10:40:53.007415,64915.060606019746,sl,7,-1.0
2025-09-10T04:55:53.007415,61542.12481087164,2025-09-10T05:10:53.007415,61578.45544714373,tp1,2,1.2
2025-09-10T05:25:53.007415,61983.60220661175,2025-09-10T07:10:53.007415,62024.5396017167,timeout,8,0.0
2025-09-10T07:40:53.007415,62593.52380524028,2025-09-10T07:40:53.007415,62593.52380524028,tp1,1,1.2
2025-09-10T07:55:53.007415,62908.196999397915,2025-09-10T07:55:53.007415,62908.196999397915,tp1,1,1.2
2025-09-10T08:10:53.007415,63187.87256073648,2025-09-10T08:25:53.007415,63050.26848040869,sl,2,-1.0
2025-09-10T08:55:53.007415,63082.367647837484,2025-09-10T09:10:53.007415,63364.99141381765,tp1,2,1.2
2025-09-10T09:25:53.007415,63837.906736580735,2025-09-10T09:55:53.007415,63584.815795183946,sl,3,-1.0
2025-09-10T20:55:53.007415,63007.22572405731,2025-09-10T21:10:53.007415,63244.2879229344,tp1,2,1.2
2025-09-11T19:55:53.007415,59659.254439205324,2025-09-11T20:10:53.007415,59446.55935468775,tp1,2,1.2
2025-09-11T20:40:53.007415,60231.41002752755,2025-09-11T21:25:53.007415,60411.597675877165,tp1,4,1.2
2025-09-11T21:40:53.007415,60780.26901338913,2025-09-11T21:55:53.007415,60829.002593530706,sl,2,-1.0
2025-09-12T03:25:53.007415,61256.80696529914,2025-09-12T03:55:53.007415,61155.87460658837,sl,3,-1.0
2025-09-13T06:55:53.007415,57360.45279704533,2025-09-13T07:10:53.007415,57577.166896572446,tp1,2,1.2
2025-09-13T07:25:53.007415,58095.87927899432,2025-09-13T07:25:53.007415,58095.87927899432,sl,1,-1.0
2025-09-13T15:10:53.007415,58688.97104886018,2025-09-13T15:40:53.007415,58552.50520228782,sl,3,-1.0
2025-09-13T19:40:53.007415,59530.8964978731,2025-09-13T19:40:53.007415,59530.8964978731,tp1,1,1.2
2025-09-13T19:55:53.007415,60114.66165897284,2025-09-13T20:10:53.007415,59856.67265207909,sl,2,-1.0
2025-09-13T22:55:53.007415,60749.22887878742,2025-09-13T23:55:53.007415,60712.59434412252,sl,5,-1.0
2025-09-14T06:40:53.007415,60725.108223399264,2025-09-14T06:55:53.007415,60731.08549520512,sl,2,-1.0
2025-09-14T16:40:53.007415,63172.46990720981,2025-09-14T17:10:53.007415,62977.867200316265,sl,3,-1.0
2025-09-15T01:55:53.007415,61674.21015869969,2025-09-15T01:55:53.007415,61674.21015869969,sl,1,-1.0
2025-09-15T05:55:53.007415,62767.89925429404,2025-09-15T06:40:53.007415,62953.9553252619,sl,4,-1.0
2025-09-15T07:55:53.007415,63008.271699034485,2025-09-15T08:10:53.007415,62801.94039603001,sl,2,-1.0
2025-09-15T13:25:53.007415,64102.594294904426,2025-09-15T13:55:53.007415,64251.35210266656,tp1,3,1.2
